booking_id,date,slot_time,customer_id,crew_id,zone,area,lat,lng,slot_type,items,vehicle_size,list_price,total_price,is_weekend,status
B005422,2024-04-27,16:30,U00733,C05,west,Palam Vihar,28.50143,77.05667,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B005423,2024-04-27,10:30,U00947,C08,north,Golf Course Road,28.44151,77.1059,subscription,subscription|wax_polish,suv,299.0,699.0,1,completed
B005424,2024-04-27,11:30,U01975,C10,south,Manesar,28.38255,76.92954,subscription,subscription|interior_clean|tyre_dressing,suv,299.0,648.0,1,completed
B005425,2024-04-27,17:30,U00131,C05,north,Cyber Hub,28.51501,77.09278,exterior_plus,exterior_plus|tyre_dressing,hatchback,599.0,698.0,1,completed
B005426,2024-04-27,16:30,U00733,C05,west,Palam Vihar,28.50143,77.05667,subscription,subscription|engine_bay,hatchback,299.0,649.0,1,completed
B005427,2024-04-27,18:00,U02292,C06,west,Sector 14,28.48822,77.02928,subscription,subscription,hatchback,299.0,299.0,1,no_show
B005428,2024-04-27,18:00,U01304,C01,north,Golf Course Road,28.45137,77.11757,interior,interior,suv,439.0,439.0,1,completed
B005429,2024-04-27,12:30,U02145,C01,west,Sector 14,28.47058,77.04142,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B005430,2024-04-27,13:00,U02432,C05,north,Cyber Hub,28.49615,77.09795,exterior,exterior,sedan,401.0,401.0,1,completed
B005431,2024-04-27,09:00,U00031,C05,east,Sector 56,28.44377,77.09309,interior,interior,sedan,439.0,439.0,1,completed
B005432,2024-04-27,14:00,U00636,C06,west,Sector 14,28.44969,77.02645,exterior,exterior|interior_clean,sedan,401.0,651.0,1,completed
B005433,2024-04-27,13:00,U00661,C08,south,Sohna Road,28.39658,77.03274,exterior_plus,exterior_plus|tyre_dressing,suv,599.0,698.0,1,completed
B005434,2024-04-27,17:30,U01417,C10,north,Cyber Hub,28.48009,77.08567,subscription,subscription,suv,299.0,299.0,1,completed
B005435,2024-04-27,11:30,U01205,C09,west,Sector 14,28.48387,77.03377,interior,interior,sedan,439.0,439.0,1,completed
B005436,2024-04-27,09:00,U02427,C08,west,Sector 14,28.48484,77.03151,interior,interior,sedan,439.0,439.0,1,completed
B005437,2024-04-27,15:00,U01163,C06,north,Cyber Hub,28.48093,77.08029,full_detail,full_detail|tyre_dressing,hatchback,1249.0,1348.0,1,completed
B005438,2024-04-27,12:30,U00351,C01,north,Golf Course Road,28.44655,77.10976,subscription,subscription,sedan,299.0,299.0,1,completed
B005439,2024-04-27,08:30,U02494,C05,east,Sector 56,28.44018,77.10345,subscription,subscription|interior_clean|wax_polish,sedan,299.0,949.0,1,completed
B005440,2024-04-27,17:00,U01238,C02,north,Golf Course Road,28.44478,77.1005,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B005441,2024-04-27,10:00,U02426,C08,west,New Gurgaon,28.40151,76.95854,subscription,subscription,hatchback,299.0,299.0,1,completed
B005442,2024-04-27,12:30,U00005,C01,north,Golf Course Road,28.42636,77.11118,subscription,subscription,suv,299.0,299.0,1,completed
B005443,2024-04-27,18:30,U00993,C01,north,Udyog Vihar,28.50631,77.09975,exterior,exterior,hatchback,401.0,401.0,1,completed
B005444,2024-04-27,08:30,U00544,C09,north,Cyber Hub,28.48087,77.09082,subscription,subscription|engine_bay,sedan,299.0,649.0,1,completed
B005445,2024-04-27,11:00,U01718,C01,west,Palam Vihar,28.51816,77.04475,subscription,subscription|wax_polish|pet_hair|engine_bay,suv,299.0,1199.0,1,completed
B005446,2024-04-27,14:30,U02111,C01,west,Palam Vihar,28.52239,77.01636,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B005447,2024-04-28,17:30,U01100,C06,east,Sector 56,28.41299,77.09809,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B005448,2024-04-28,16:00,U02501,C01,north,Golf Course Road,28.4396,77.10809,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B005449,2024-04-28,09:30,U02584,C10,north,Udyog Vihar,28.50229,77.07032,subscription,subscription|interior_clean|tyre_dressing,sedan,299.0,648.0,1,completed
B005450,2024-04-28,15:00,U00714,C05,west,Palam Vihar,28.50793,77.04871,full_detail,full_detail|tyre_dressing,hatchback,1249.0,1348.0,1,completed
B005451,2024-04-28,08:30,U01120,C05,west,New Gurgaon,28.41384,76.9934,interior,interior,sedan,439.0,439.0,1,completed
B005452,2024-04-28,15:00,U00313,C05,west,Palam Vihar,28.50327,77.02762,exterior,exterior|interior_clean|wax_polish,sedan,401.0,1051.0,1,completed
B005453,2024-04-28,08:00,U00323,C08,north,Golf Course Road,28.45008,77.10193,subscription,subscription|tyre_dressing|engine_bay,hatchback,299.0,748.0,1,completed
B005454,2024-04-28,15:00,U01653,C04,west,Sector 14,28.49923,77.04012,subscription,subscription|interior_clean|engine_bay,sedan,299.0,899.0,1,completed
B005455,2024-04-28,09:00,U00479,C03,north,Cyber Hub,28.4995,77.08188,interior,interior|tyre_dressing|pet_hair,hatchback,439.0,688.0,1,completed
B005456,2024-04-28,09:30,U01448,C09,south,Manesar,28.36175,76.93403,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B005457,2024-04-28,12:30,U00338,C06,north,Udyog Vihar,28.48526,77.08444,exterior_plus,exterior_plus,hatchback,599.0,599.0,1,completed
B005458,2024-04-28,16:00,U01913,C02,west,Sector 14,28.48154,77.02005,interior,interior|interior_clean,suv,439.0,689.0,1,completed
B005459,2024-04-28,08:00,U02494,C05,east,Sector 56,28.44018,77.10345,subscription,subscription,sedan,299.0,299.0,1,completed
B005460,2024-04-28,10:00,U00073,C03,north,DLF Phase 3,28.4793,77.07689,interior,interior|tyre_dressing,hatchback,439.0,538.0,1,completed
B005461,2024-04-28,15:30,U00500,C06,north,Cyber Hub,28.50634,77.06667,subscription,subscription|interior_clean|wax_polish|tyre_dressing,hatchback,299.0,1048.0,1,completed
B005462,2024-04-28,10:30,U00492,C02,north,DLF Phase 3,28.50523,77.103,subscription,subscription|interior_clean|tyre_dressing,hatchback,299.0,648.0,1,completed
B005463,2024-04-28,15:30,U00921,C08,north,DLF Phase 3,28.49033,77.09382,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,1,completed
B005464,2024-04-28,16:30,U02567,C10,west,Palam Vihar,28.52563,77.03313,subscription,subscription,suv,299.0,299.0,1,completed
B005465,2024-04-28,15:30,U02494,C01,east,Sector 56,28.44018,77.10345,full_detail,full_detail,sedan,1249.0,1249.0,1,completed
B005466,2024-04-28,18:30,U00421,C01,north,DLF Phase 3,28.49068,77.10296,subscription,subscription,hatchback,299.0,299.0,1,completed
B005467,2024-04-28,11:30,U01770,C04,north,DLF Phase 3,28.5022,77.10937,subscription,subscription,sedan,299.0,299.0,1,completed
B005468,2024-04-28,08:00,U01533,C07,south,Sohna Road,28.40751,77.01729,full_detail,full_detail|interior_clean|tyre_dressing,sedan,1249.0,1598.0,1,completed
B005469,2024-04-28,16:00,U01651,C10,north,Cyber Hub,28.50092,77.07415,exterior,exterior,sedan,401.0,401.0,1,completed
B005470,2024-04-28,16:30,U00696,C06,north,DLF Phase 3,28.50788,77.08203,exterior,exterior,sedan,401.0,401.0,1,completed
B005471,2024-04-28,10:30,U02395,C04,north,Golf Course Road,28.44973,77.10257,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B005472,2024-04-28,14:30,U02136,C08,north,Udyog Vihar,28.50913,77.09633,subscription,subscription|tyre_dressing,suv,299.0,398.0,1,completed
B005473,2024-04-28,11:00,U01459,C07,north,Udyog Vihar,28.51417,77.10848,exterior,exterior,sedan,401.0,401.0,1,completed
B005474,2024-04-28,08:00,U00419,C01,north,Cyber Hub,28.48971,77.08249,exterior,exterior,sedan,401.0,401.0,1,completed
B005475,2024-04-28,08:30,U02589,C09,north,Golf Course Road,28.43538,77.10743,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B005476,2024-04-28,13:30,U01304,C06,north,Golf Course Road,28.45137,77.11757,exterior,exterior,suv,401.0,401.0,1,completed
B005477,2024-04-28,11:00,U01105,C03,north,Cyber Hub,28.4903,77.09308,interior,interior|tyre_dressing,suv,439.0,538.0,1,completed
B005478,2024-04-28,10:30,U00144,C03,north,Golf Course Road,28.43012,77.09118,subscription,subscription|interior_clean,suv,299.0,549.0,1,completed
B005479,2024-04-28,13:00,U02215,C04,north,Golf Course Road,28.43611,77.09643,exterior_plus,exterior_plus|interior_clean|tyre_dressing,hatchback,599.0,948.0,1,completed
B005480,2024-04-28,15:00,U01523,C02,west,Palam Vihar,28.51774,77.03705,subscription,subscription,hatchback,299.0,299.0,1,completed
B005481,2024-04-28,11:30,U00044,C06,south,Sohna Road,28.42449,77.02692,subscription,subscription|pet_hair,sedan,299.0,449.0,1,completed
B005482,2024-04-28,09:30,U01574,C01,north,Cyber Hub,28.48604,77.08461,exterior,exterior,hatchback,401.0,401.0,1,no_show
B005483,2024-04-28,08:00,U01495,C07,north,DLF Phase 3,28.50323,77.10062,exterior,exterior,suv,401.0,401.0,1,completed
B005484,2024-04-28,08:00,U02299,C04,north,DLF Phase 3,28.50628,77.08229,subscription,subscription,suv,299.0,299.0,1,completed
B005485,2024-04-28,17:30,U01731,C02,north,Cyber Hub,28.48873,77.08904,exterior_plus,exterior_plus,hatchback,599.0,599.0,1,completed
B005486,2024-04-28,18:00,U01437,C07,west,Sector 14,28.45459,77.02468,exterior,exterior|interior_clean,hatchback,401.0,651.0,1,completed
B005487,2024-04-28,12:00,U02424,C06,west,New Gurgaon,28.41346,76.98345,subscription,subscription|tyre_dressing|pet_hair,suv,299.0,548.0,1,completed
B005488,2024-04-28,10:30,U01337,C01,south,Sohna Road,28.40855,77.0375,subscription,subscription|tyre_dressing|pet_hair,hatchback,299.0,548.0,1,completed
B005489,2024-04-28,09:00,U00433,C05,north,DLF Phase 3,28.48005,77.06946,interior,interior,hatchback,439.0,439.0,1,completed
B005490,2024-04-28,10:00,U01032,C03,north,Cyber Hub,28.48722,77.09638,subscription,subscription|wax_polish|tyre_dressing,sedan,299.0,798.0,1,completed
B005491,2024-04-28,15:30,U02379,C02,north,Cyber Hub,28.48535,77.08126,subscription,subscription|wax_polish|tyre_dressing|pet_hair,suv,299.0,948.0,1,completed
B005492,2024-04-28,18:00,U01961,C06,north,Golf Course Road,28.4559,77.10157,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,1,completed
B005493,2024-04-28,11:30,U01308,C08,west,Palam Vihar,28.49916,77.03533,exterior,exterior|wax_polish|tyre_dressing,sedan,401.0,900.0,1,completed
B005494,2024-04-28,11:00,U01021,C07,south,Sohna Road,28.41237,77.03445,subscription,subscription,sedan,299.0,299.0,1,completed
B005495,2024-04-28,09:30,U01945,C10,north,DLF Phase 3,28.49309,77.07635,exterior,exterior|interior_clean,hatchback,401.0,651.0,1,completed
B005496,2024-04-28,16:00,U00500,C10,north,Cyber Hub,28.50634,77.06667,subscription,subscription|interior_clean|wax_polish|tyre_dressing,hatchback,299.0,1048.0,1,completed
B005497,2024-04-28,13:00,U02367,C08,north,DLF Phase 3,28.51708,77.10351,exterior,exterior|tyre_dressing,sedan,401.0,500.0,1,completed
B005498,2024-04-28,16:30,U01121,C05,west,New Gurgaon,28.40888,76.96882,subscription,subscription,sedan,299.0,299.0,1,completed
B005499,2024-04-28,11:30,U00697,C06,north,Udyog Vihar,28.50713,77.09102,subscription,subscription,hatchback,299.0,299.0,1,completed
B005500,2024-04-28,11:30,U00793,C02,east,Sector 56,28.43177,77.10766,subscription,subscription|interior_clean,sedan,299.0,549.0,1,completed
B005501,2024-04-28,17:30,U02015,C08,west,New Gurgaon,28.43256,76.98228,full_detail,full_detail,sedan,1249.0,1249.0,1,completed
B005502,2024-04-28,17:00,U00997,C05,north,Udyog Vihar,28.4862,77.0703,exterior,exterior,suv,401.0,401.0,1,completed
B005503,2024-04-28,18:30,U01616,C08,east,Sector 56,28.43069,77.1047,exterior,exterior,hatchback,401.0,401.0,1,no_show
B005504,2024-04-28,16:00,U02482,C05,west,Palam Vihar,28.51639,77.04051,interior,interior|tyre_dressing,suv,439.0,538.0,1,no_show
B005505,2024-04-28,14:00,U01552,C04,west,Sector 14,28.48453,77.0367,exterior,exterior|tyre_dressing,sedan,401.0,500.0,1,completed
B005506,2024-04-28,11:30,U02117,C06,north,DLF Phase 3,28.49561,77.07327,subscription,subscription|interior_clean,hatchback,299.0,549.0,1,completed
B005507,2024-04-28,10:00,U00703,C03,north,DLF Phase 3,28.49246,77.10692,subscription,subscription,suv,299.0,299.0,1,completed
B005508,2024-04-28,13:30,U01587,C10,south,Sohna Road,28.40259,77.0437,exterior,exterior,hatchback,401.0,401.0,1,completed
B005509,2024-04-28,08:30,U00380,C02,west,New Gurgaon,28.41334,76.98151,subscription,subscription,hatchback,299.0,299.0,1,completed
B005510,2024-04-28,14:30,U02461,C02,west,Palam Vihar,28.5069,77.05519,interior,interior|tyre_dressing|engine_bay,sedan,439.0,888.0,1,completed
B005511,2024-04-28,18:30,U00707,C09,east,Sector 56,28.39602,77.09608,exterior,exterior,suv,401.0,401.0,1,no_show
B005512,2024-04-28,13:30,U00280,C07,north,Udyog Vihar,28.48168,77.06592,subscription,subscription,hatchback,299.0,299.0,1,completed
B005513,2024-04-28,16:30,U01789,C10,south,Sohna Road,28.39343,77.0415,subscription,subscription,sedan,299.0,299.0,1,completed
B005514,2024-04-28,10:30,U01065,C08,north,Golf Course Road,28.42316,77.08789,subscription,subscription|tyre_dressing,sedan,299.0,398.0,1,completed
B005515,2024-04-28,08:30,U00198,C04,south,Manesar,28.36467,76.92948,full_detail,full_detail|tyre_dressing,suv,1249.0,1348.0,1,completed
B005516,2024-04-28,15:30,U01809,C08,north,DLF Phase 3,28.50364,77.07959,subscription,subscription|interior_clean|tyre_dressing|engine_bay,sedan,299.0,998.0,1,completed
B005517,2024-04-28,14:30,U02434,C04,north,DLF Phase 3,28.48983,77.09539,subscription,subscription,hatchback,299.0,299.0,1,completed
B005518,2024-04-28,08:30,U00849,C01,north,Golf Course Road,28.45597,77.09951,exterior,exterior,hatchback,401.0,401.0,1,completed
B005519,2024-04-28,10:30,U01454,C08,south,Sohna Road,28.41808,77.03993,subscription,subscription,sedan,299.0,299.0,1,completed
B005520,2024-04-28,14:30,U00225,C08,south,Sohna Road,28.4009,77.04332,subscription,subscription,sedan,299.0,299.0,1,completed
B005521,2024-04-28,12:30,U01005,C01,south,Manesar,28.35373,76.93737,exterior,exterior|interior_clean|pet_hair,suv,401.0,801.0,1,completed
B005522,2024-04-28,17:30,U01718,C08,west,Palam Vihar,28.51816,77.04475,exterior,exterior,suv,401.0,401.0,1,completed
B005523,2024-04-29,16:00,U02122,C10,south,Manesar,28.35888,76.92392,subscription,subscription,suv,299.0,299.0,0,completed
B005524,2024-04-29,18:00,U02469,C10,north,Udyog Vihar,28.50182,77.07008,subscription,subscription|engine_bay,sedan,299.0,649.0,0,completed
B005525,2024-04-29,08:30,U02596,C05,north,Cyber Hub,28.49223,77.1047,exterior,exterior,suv,349.0,349.0,0,no_show
B005526,2024-04-29,09:30,U02495,C03,east,Sector 56,28.43081,77.06676,interior,interior,hatchback,399.0,399.0,0,completed
B005527,2024-04-29,13:00,U01191,C02,north,DLF Phase 3,28.48333,77.08889,full_detail,full_detail,suv,999.0,999.0,0,completed
B005528,2024-04-29,14:00,U01345,C08,south,Sohna Road,28.43242,77.03677,subscription,subscription|interior_clean|tyre_dressing,suv,299.0,648.0,0,completed
B005529,2024-04-29,09:30,U00510,C07,north,Golf Course Road,28.43407,77.08739,exterior,exterior|tyre_dressing,sedan,349.0,448.0,0,completed
B005530,2024-04-29,10:30,U02355,C09,south,Sohna Road,28.40552,77.04352,subscription,subscription,hatchback,299.0,299.0,0,completed
B005531,2024-04-29,14:00,U00450,C09,north,DLF Phase 3,28.49738,77.09618,exterior,exterior,sedan,349.0,349.0,0,completed
B005532,2024-04-29,13:00,U01722,C03,north,Golf Course Road,28.41563,77.12147,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,0,completed
B005533,2024-04-29,10:00,U00931,C07,south,Sohna Road,28.40277,77.03411,subscription,subscription|interior_clean,hatchback,299.0,549.0,0,completed
B005534,2024-04-29,08:00,U00131,C06,north,Cyber Hub,28.51501,77.09278,interior,interior|interior_clean|wax_polish|tyre_dressing,hatchback,399.0,1148.0,0,completed
B005535,2024-04-29,10:30,U00412,C05,north,Udyog Vihar,28.51133,77.07691,subscription,subscription|tyre_dressing|pet_hair,hatchback,299.0,548.0,0,completed
B005536,2024-04-29,10:00,U01722,C04,north,Golf Course Road,28.41563,77.12147,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,0,completed
B005537,2024-04-29,15:30,U02308,C01,north,DLF Phase 3,28.49745,77.08603,subscription,subscription|wax_polish,hatchback,299.0,699.0,0,completed
B005538,2024-04-29,13:00,U01979,C01,south,Sohna Road,28.40229,77.04343,exterior_plus,exterior_plus,suv,499.0,499.0,0,completed
B005539,2024-04-29,11:00,U00692,C04,north,Cyber Hub,28.4935,77.07855,subscription,subscription|pet_hair|engine_bay,hatchback,299.0,799.0,0,no_show
B005540,2024-04-29,14:00,U00635,C03,north,DLF Phase 3,28.49414,77.09814,interior,interior,sedan,399.0,399.0,0,completed
B005541,2024-04-29,09:00,U01987,C06,north,Udyog Vihar,28.49129,77.08977,subscription,subscription|wax_polish,sedan,299.0,699.0,0,completed
B005542,2024-04-29,09:00,U00329,C02,north,Udyog Vihar,28.51103,77.0796,subscription,subscription|tyre_dressing,sedan,299.0,398.0,0,completed
B005543,2024-04-29,09:00,U02378,C06,south,Sohna Road,28.41456,77.0322,subscription,subscription|interior_clean,hatchback,299.0,549.0,0,completed
B005544,2024-04-29,08:00,U01255,C05,south,Sohna Road,28.39679,77.04826,exterior_plus,exterior_plus|interior_clean|wax_polish|tyre_dressing,sedan,499.0,1248.0,0,completed
B005545,2024-04-29,16:00,U00142,C09,west,New Gurgaon,28.43125,76.99847,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005546,2024-04-29,15:00,U01496,C06,north,Cyber Hub,28.50319,77.08002,exterior,exterior|tyre_dressing,sedan,349.0,448.0,0,completed
B005547,2024-04-29,16:30,U01337,C01,south,Sohna Road,28.40855,77.0375,subscription,subscription,hatchback,299.0,299.0,0,completed
B005548,2024-04-29,08:30,U00591,C02,east,Sector 56,28.424,77.1049,exterior,exterior|interior_clean,sedan,349.0,599.0,0,completed
B005549,2024-04-29,16:30,U00049,C09,south,Manesar,28.33649,76.94032,subscription,subscription|interior_clean,suv,299.0,549.0,0,completed
B005550,2024-04-29,10:30,U02377,C06,south,Sohna Road,28.40572,77.04548,subscription,subscription,sedan,299.0,299.0,0,completed
B005551,2024-04-29,10:00,U00602,C01,west,New Gurgaon,28.43197,76.98778,exterior,exterior|interior_clean,sedan,349.0,599.0,0,completed
B005552,2024-04-29,14:00,U00263,C08,west,Palam Vihar,28.49219,77.03241,subscription,subscription,suv,299.0,299.0,0,completed
B005553,2024-04-29,18:30,U02086,C03,north,Udyog Vihar,28.50553,77.10349,subscription,subscription|tyre_dressing,sedan,299.0,398.0,0,completed
B005554,2024-04-29,14:30,U02270,C02,south,Sohna Road,28.39632,77.03254,subscription,subscription|interior_clean|engine_bay,sedan,299.0,899.0,0,completed
B005555,2024-04-29,17:00,U00034,C03,east,Sector 56,28.40851,77.07892,interior,interior|interior_clean|wax_polish,sedan,399.0,1049.0,0,completed
B005556,2024-04-29,16:30,U02004,C05,south,Sohna Road,28.38574,77.04359,subscription,subscription,suv,299.0,299.0,0,completed
B005557,2024-04-29,12:00,U02190,C10,north,Cyber Hub,28.48954,77.09829,subscription,subscription|pet_hair,suv,299.0,449.0,0,completed
B005558,2024-04-29,17:30,U00832,C02,north,Cyber Hub,28.49605,77.09988,subscription,subscription,sedan,299.0,299.0,0,completed
B005559,2024-04-29,17:30,U00324,C02,north,Udyog Vihar,28.49469,77.07441,subscription,subscription|tyre_dressing|pet_hair,sedan,299.0,548.0,0,completed
B005560,2024-04-29,17:00,U01637,C08,west,Sector 14,28.46013,77.02843,exterior,exterior|interior_clean,sedan,349.0,599.0,0,completed
B005561,2024-04-29,15:00,U01224,C08,south,Sohna Road,28.39325,77.02112,exterior,exterior,hatchback,349.0,349.0,0,no_show
B005562,2024-04-29,09:00,U00347,C04,west,New Gurgaon,28.40743,77.00841,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005563,2024-04-29,11:30,U00306,C01,south,Sohna Road,28.41146,77.04819,exterior,exterior|tyre_dressing,hatchback,349.0,448.0,0,completed
B005564,2024-04-29,08:00,U00696,C05,north,DLF Phase 3,28.50788,77.08203,subscription,subscription|tyre_dressing,sedan,299.0,398.0,0,completed
B005565,2024-04-29,10:00,U01385,C05,north,Cyber Hub,28.49977,77.1075,subscription,subscription|interior_clean|wax_polish,suv,299.0,949.0,0,completed
B005566,2024-04-30,09:00,U00465,C10,north,Golf Course Road,28.42139,77.09509,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005567,2024-04-30,10:00,U00266,C03,north,Golf Course Road,28.43816,77.09782,subscription,subscription,hatchback,299.0,299.0,0,completed
B005568,2024-04-30,16:00,U01201,C03,north,Cyber Hub,28.48033,77.11097,subscription,subscription|wax_polish|tyre_dressing,sedan,299.0,798.0,0,completed
B005569,2024-04-30,08:30,U01796,C03,north,Cyber Hub,28.49537,77.09963,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,0,completed
B005570,2024-04-30,08:30,U02124,C06,east,Sector 56,28.40668,77.09815,exterior_plus,exterior_plus|wax_polish,hatchback,499.0,899.0,0,completed
B005571,2024-04-30,15:30,U01886,C08,west,Sector 14,28.49563,77.00817,subscription,subscription|interior_clean|tyre_dressing,sedan,299.0,648.0,0,completed
B005572,2024-04-30,09:30,U00591,C10,east,Sector 56,28.424,77.1049,exterior_plus,exterior_plus|interior_clean,sedan,499.0,749.0,0,completed
B005573,2024-04-30,18:30,U02112,C07,north,DLF Phase 3,28.49036,77.09028,exterior_plus,exterior_plus|interior_clean,sedan,499.0,749.0,0,completed
B005574,2024-04-30,09:30,U00379,C10,south,Sohna Road,28.40208,77.02895,subscription,subscription,suv,299.0,299.0,0,completed
B005575,2024-04-30,09:00,U02249,C02,west,Palam Vihar,28.49393,77.03438,subscription,subscription|tyre_dressing|pet_hair,hatchback,299.0,548.0,0,completed
B005576,2024-04-30,09:00,U02328,C07,north,Cyber Hub,28.48161,77.07983,subscription,subscription|interior_clean|wax_polish|pet_hair,suv,299.0,1099.0,0,completed
B005577,2024-04-30,17:30,U00041,C08,south,Sohna Road,28.4174,77.03613,subscription,subscription|tyre_dressing|pet_hair,hatchback,299.0,548.0,0,completed
B005578,2024-04-30,11:30,U01954,C04,north,Golf Course Road,28.44017,77.09712,interior,interior,sedan,399.0,399.0,0,completed
B005579,2024-04-30,18:30,U01743,C08,north,Cyber Hub,28.48146,77.06596,interior,interior|interior_clean,hatchback,399.0,649.0,0,completed
B005580,2024-04-30,11:30,U01079,C08,north,Udyog Vihar,28.5048,77.08257,subscription,subscription,hatchback,299.0,299.0,0,completed
B005581,2024-04-30,15:00,U00990,C06,south,Manesar,28.33799,76.93037,full_detail,full_detail|interior_clean,hatchback,999.0,1249.0,0,completed
B005582,2024-04-30,15:30,U01408,C10,south,Manesar,28.35122,76.93321,subscription,subscription,suv,299.0,299.0,0,completed
B005583,2024-04-30,15:30,U00897,C02,north,Golf Course Road,28.40921,77.09869,interior,interior|interior_clean|wax_polish|tyre_dressing,hatchback,399.0,1148.0,0,completed
B005584,2024-04-30,09:00,U01844,C03,south,Sohna Road,28.41034,77.0452,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005585,2024-04-30,15:30,U01255,C06,south,Sohna Road,28.39679,77.04826,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005586,2024-04-30,08:30,U00347,C08,west,New Gurgaon,28.40743,77.00841,subscription,subscription|pet_hair,sedan,299.0,449.0,0,completed
B005587,2024-04-30,12:00,U02131,C03,south,Sohna Road,28.42948,77.02547,subscription,subscription,sedan,299.0,299.0,0,completed
B005588,2024-04-30,16:00,U01376,C07,north,Udyog Vihar,28.48357,77.08399,subscription,subscription|interior_clean,hatchback,299.0,549.0,0,completed
B005589,2024-04-30,11:00,U00274,C01,south,Sohna Road,28.40378,77.04758,exterior_plus,exterior_plus|tyre_dressing,suv,499.0,598.0,0,completed
B005590,2024-04-30,16:30,U01805,C02,north,Golf Course Road,28.44543,77.09226,subscription,subscription|interior_clean|wax_polish|engine_bay,sedan,299.0,1299.0,0,completed
B005591,2024-04-30,11:30,U02121,C03,south,Manesar,28.34885,76.94622,exterior,exterior|tyre_dressing,sedan,349.0,448.0,0,completed
B005592,2024-04-30,16:00,U00457,C10,north,DLF Phase 3,28.47561,77.10135,exterior,exterior,sedan,349.0,349.0,0,completed
B005593,2024-04-30,14:30,U00710,C01,south,Sohna Road,28.41555,77.02961,interior,interior|interior_clean|pet_hair,sedan,399.0,799.0,0,completed
B005594,2024-04-30,09:30,U01340,C04,east,Sector 56,28.44534,77.11155,subscription,subscription,hatchback,299.0,299.0,0,completed
B005595,2024-04-30,17:00,U01983,C03,south,Manesar,28.35312,76.94592,subscription,subscription|wax_polish|tyre_dressing,suv,299.0,798.0,0,completed
B005596,2024-04-30,17:30,U01345,C01,south,Sohna Road,28.43242,77.03677,subscription,subscription|pet_hair,suv,299.0,449.0,0,completed
B005597,2024-04-30,12:30,U02410,C10,west,Palam Vihar,28.51771,77.03661,subscription,subscription,suv,299.0,299.0,0,no_show
B005598,2024-04-30,12:00,U01693,C07,east,Sector 56,28.4103,77.08979,subscription,subscription|wax_polish|tyre_dressing,suv,299.0,798.0,0,no_show
B005599,2024-04-30,10:00,U02378,C01,south,Sohna Road,28.41456,77.0322,subscription,subscription|wax_polish|tyre_dressing,hatchback,299.0,798.0,0,completed
B005600,2024-04-30,10:30,U00075,C06,north,Golf Course Road,28.44757,77.10044,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005601,2024-04-30,15:30,U00637,C04,north,Golf Course Road,28.42946,77.10193,exterior,exterior|tyre_dressing,suv,349.0,448.0,0,completed
B005602,2024-04-30,15:30,U01832,C01,north,Golf Course Road,28.45653,77.10409,subscription,subscription|wax_polish,sedan,299.0,699.0,0,completed
B005603,2024-04-30,10:00,U02450,C10,south,Sohna Road,28.41523,77.04533,exterior_plus,exterior_plus|interior_clean|tyre_dressing,sedan,499.0,848.0,0,completed
B005604,2024-04-30,12:30,U02548,C04,east,Sector 56,28.41894,77.10517,subscription,subscription,hatchback,299.0,299.0,0,completed
B005605,2024-04-30,09:30,U01863,C03,north,Udyog Vihar,28.50336,77.07478,exterior,exterior|interior_clean|wax_polish|tyre_dressing,sedan,349.0,1098.0,0,completed
B005606,2024-04-30,15:30,U02532,C01,north,Udyog Vihar,28.49745,77.07308,subscription,subscription|tyre_dressing,hatchback,299.0,398.0,0,completed
B005607,2024-04-30,14:00,U01789,C09,south,Sohna Road,28.39343,77.0415,subscription,subscription|interior_clean,sedan,299.0,549.0,0,completed
B005608,2024-04-30,14:30,U01486,C06,north,Udyog Vihar,28.49816,77.09109,subscription,subscription,sedan,299.0,299.0,0,completed
B005609,2024-04-30,17:30,U02281,C09,north,Cyber Hub,28.47479,77.07505,exterior_plus,exterior_plus|tyre_dressing,hatchback,499.0,598.0,0,completed
B005610,2024-04-30,10:00,U00398,C09,west,New Gurgaon,28.43271,76.97343,exterior,exterior,suv,349.0,349.0,0,completed
B005611,2024-04-30,13:00,U01971,C05,north,DLF Phase 3,28.49337,77.11952,subscription,subscription|wax_polish|tyre_dressing,hatchback,299.0,798.0,0,completed
