booking_id,date,crew_id,customer_id,zone,scheduled_time,arrival_time,late_minutes,duration_minutes,distance_km,water_litres,dirtiness_level,rating,revenue
B010267,2024-07-21,C03,U00907,west,10:30,10:30,0,71,4.78,78.4,4,4,849.0
B010268,2024-07-21,C01,U01157,south,11:00,11:01,2,59,7.37,42.4,2,4,839.0
B010269,2024-07-21,C01,U00045,south,09:30,09:43,14,30,6.49,40.2,1,5,299.0
B010270,2024-07-21,C08,U00855,north,09:00,09:00,0,30,1.56,54.4,3,3,299.0
B010271,2024-07-21,C08,U01091,north,08:30,08:33,4,40,1.57,36.8,2,3,538.0
B010272,2024-07-21,C07,U02459,west,16:00,16:00,0,47,10.81,77.6,4,4,538.0
B010273,2024-07-21,C06,U01693,east,17:30,17:44,14,50,10.81,78.4,2,4,549.0
B010274,2024-07-21,C03,U00142,west,11:30,11:31,1,60,9.27,63.6,2,5,549.0
B010276,2024-07-21,C01,U02300,north,10:00,10:00,0,55,2.46,59.7,2,5,699.0
B010277,2024-07-21,C04,U02417,east,09:00,09:05,6,36,5.82,61.9,3,4,299.0
B010278,2024-07-21,C05,U01229,east,11:00,11:01,1,56,4.31,61.5,2,3,748.0
B010279,2024-07-21,C04,U00029,east,16:30,16:33,3,47,2.31,39.0,2,4,599.0
B010280,2024-07-21,C09,U01218,north,09:00,09:05,5,37,2.85,34.9,1,4,299.0
B010281,2024-07-21,C02,U01912,north,09:00,09:00,0,59,1.58,36.1,1,4,589.0
B010283,2024-07-21,C02,U01133,east,09:30,09:37,7,74,7.16,67.1,2,4,948.0
B010284,2024-07-21,C08,U00056,west,17:00,17:00,0,55,5.56,62.8,2,4,648.0
B010286,2024-07-21,C10,U01858,north,09:30,09:30,0,64,3.17,40.9,1,3,798.0
B010287,2024-07-21,C08,U00330,east,10:30,10:41,12,95,7.06,64.6,3,3,1198.0
B010288,2024-07-21,C10,U02072,north,13:00,13:09,10,39,4.19,42.4,1,4,398.0
B010289,2024-07-21,C09,U00778,west,14:00,14:09,9,52,9.25,59.2,4,5,551.0
B010290,2024-07-21,C10,U02135,north,15:00,15:01,1,34,1.2,59.2,2,4,401.0
B010291,2024-07-21,C04,U01996,south,16:00,16:00,0,61,6.45,79.8,2,5,648.0
B010292,2024-07-21,C08,U02428,west,08:30,08:35,6,50,4.21,48.2,3,3,548.0
B010293,2024-07-21,C09,U01774,north,12:00,12:00,0,96,3.23,49.4,3,4,1249.0
B010294,2024-07-21,C07,U02544,south,12:30,12:30,0,52,3.74,54.5,3,4,449.0
B010295,2024-07-21,C06,U02520,north,17:30,17:32,2,39,12.73,33.1,1,5,599.0
B010297,2024-07-21,C03,U02328,north,09:00,09:00,0,40,4.44,56.5,1,2,299.0
B010298,2024-07-21,C06,U01886,west,10:30,10:37,8,75,9.45,62.9,1,3,949.0
B010299,2024-07-21,C10,U00896,north,17:30,17:30,0,39,2.68,43.2,3,4,398.0
B010300,2024-07-21,C04,U00520,north,14:00,14:11,12,61,3.59,70.9,3,3,648.0
B010301,2024-07-21,C05,U02537,west,13:00,13:13,13,31,11.91,51.8,3,4,299.0
B010302,2024-07-21,C08,U00866,west,11:30,11:37,8,30,11.79,35.6,2,3,299.0
B010303,2024-07-21,C04,U01552,west,11:00,11:00,0,61,5.78,40.3,1,4,699.0
B010304,2024-07-21,C07,U02482,west,15:00,15:01,2,37,10.28,57.0,2,4,299.0
B010305,2024-07-21,C03,U00460,north,14:30,14:30,0,60,3.62,35.3,1,4,548.0
B010306,2024-07-21,C09,U01977,west,15:00,15:05,6,37,5.66,35.8,1,4,299.0
B010307,2024-07-21,C02,U02035,east,10:30,10:37,8,58,8.75,78.6,2,5,549.0
B010308,2024-07-21,C06,U00064,north,12:00,12:09,10,55,10.4,36.6,2,4,699.0
B010309,2024-07-21,C05,U00971,north,17:30,17:30,1,45,3.97,46.2,2,4,698.0
B010310,2024-07-21,C09,U00527,south,15:30,15:41,11,67,9.15,38.5,1,3,798.0
B010311,2024-07-21,C09,U00622,north,09:30,09:30,0,96,3.51,50.3,2,4,1249.0
B010312,2024-07-21,C05,U01815,north,13:30,13:30,0,36,6.49,35.9,1,5,500.0
B010313,2024-07-21,C06,U01272,south,11:30,11:35,6,50,6.72,62.2,2,4,549.0
B010314,2024-07-21,C03,U00787,east,11:00,11:01,1,45,1.93,68.6,3,4,398.0
B010315,2024-07-21,C03,U00221,north,12:00,12:01,2,40,0.46,49.4,3,4,401.0
B010316,2024-07-21,C09,U00412,north,18:30,18:30,0,82,3.81,52.3,2,4,949.0
B010317,2024-07-22,C07,U01880,west,13:00,13:22,23,47,11.19,40.8,2,3,498.0
B010318,2024-07-22,C10,U00447,north,11:30,11:30,0,34,4.7,54.1,1,5,349.0
B010320,2024-07-22,C03,U00933,north,08:00,08:01,1,40,4.95,73.2,3,4,299.0
B010321,2024-07-22,C02,U01588,north,12:00,12:00,0,38,1.82,43.4,2,4,299.0
B010322,2024-07-22,C05,U02550,west,18:00,18:12,13,31,7.92,63.2,3,4,299.0
B010323,2024-07-22,C01,U02229,south,09:00,09:00,0,55,5.51,74.1,2,4,648.0
B010324,2024-07-22,C05,U00990,south,14:30,14:54,25,51,21.02,57.0,2,4,549.0
B010325,2024-07-22,C09,U02416,north,14:00,14:00,0,57,0.45,86.2,3,4,599.0
B010326,2024-07-22,C02,U00384,north,10:30,10:30,0,63,7.25,35.4,1,5,699.0
B010327,2024-07-22,C08,U02570,north,15:30,15:30,0,65,1.57,64.8,3,4,699.0
B010328,2024-07-22,C07,U01849,west,11:30,11:39,9,42,9.68,58.2,2,5,399.0
B010329,2024-07-22,C09,U00944,west,16:00,16:10,10,37,5.23,43.5,2,4,299.0
B010330,2024-07-22,C03,U01538,north,16:00,16:03,4,45,7.07,50.7,2,3,398.0
B010331,2024-07-22,C08,U01576,north,12:30,12:35,5,35,2.69,48.6,2,4,398.0
B010332,2024-07-22,C02,U00502,east,14:30,14:33,3,38,7.4,53.7,3,5,299.0
B010333,2024-07-22,C05,U02585,south,14:00,14:20,20,31,8.49,44.9,3,4,299.0
B010334,2024-07-22,C01,U01907,north,16:30,16:32,2,50,7.51,94.6,4,5,549.0
B010335,2024-07-22,C03,U02308,north,10:00,10:07,7,90,6.06,52.5,1,5,1048.0
B010336,2024-07-22,C05,U01189,south,14:00,14:15,15,56,20.35,26.1,1,4,749.0
B010337,2024-07-22,C09,U01888,west,12:30,12:35,6,42,3.97,54.2,3,5,448.0
B010338,2024-07-22,C05,U01816,south,12:00,12:11,11,51,10.54,84.9,2,5,549.0
B010339,2024-07-22,C06,U02064,north,09:00,09:18,19,45,14.26,36.5,1,4,449.0
B010340,2024-07-22,C10,U01088,south,11:00,11:03,4,34,6.64,54.4,4,4,349.0
B010341,2024-07-22,C04,U01454,south,18:00,18:00,0,36,5.45,52.2,3,4,299.0
B010342,2024-07-22,C09,U01599,west,15:30,15:30,0,37,5.43,51.3,1,4,299.0
B010343,2024-07-22,C01,U00553,east,08:30,08:30,0,30,1.44,49.0,1,5,299.0
B010344,2024-07-22,C09,U01549,south,10:30,10:56,26,37,21.89,43.5,1,3,299.0
B010345,2024-07-22,C09,U01535,east,14:00,14:09,9,37,7.22,51.7,3,4,299.0
B010346,2024-07-22,C04,U02353,north,10:00,10:13,14,56,4.81,41.5,2,4,548.0
B010347,2024-07-22,C10,U02572,north,15:30,15:35,6,34,1.6,64.2,4,4,299.0
B010348,2024-07-22,C10,U00437,north,08:00,08:00,0,69,1.62,59.6,1,4,848.0
B010349,2024-07-22,C09,U00928,south,12:30,12:43,14,62,9.53,74.0,3,3,648.0
B010350,2024-07-22,C09,U02512,south,16:30,16:41,11,52,9.25,44.2,1,5,499.0
B010351,2024-07-23,C05,U02054,north,11:00,11:03,3,31,6.41,42.9,1,4,349.0
B010352,2024-07-23,C04,U01314,north,17:00,17:00,0,86,3.61,62.7,2,4,1098.0
B010353,2024-07-23,C09,U02205,south,17:30,17:30,0,42,9.43,53.6,1,4,398.0
B010354,2024-07-23,C09,U01218,north,14:00,14:00,0,37,2.85,45.2,3,5,299.0
B010355,2024-07-23,C01,U01538,north,14:30,14:43,13,39,10.16,34.2,1,4,499.0
B010356,2024-07-23,C05,U02035,east,13:30,13:35,6,56,3.21,66.2,3,4,699.0
B010357,2024-07-23,C10,U02136,north,08:00,08:03,3,59,4.99,50.0,1,4,748.0
B010358,2024-07-23,C09,U00389,west,18:30,18:30,0,43,12.38,42.3,1,4,399.0
B010359,2024-07-23,C08,U01308,west,12:00,12:03,4,30,4.2,58.2,3,3,299.0
B010360,2024-07-23,C04,U01398,west,17:00,17:00,0,62,8.19,64.4,2,4,649.0
B010361,2024-07-23,C06,U01347,north,13:00,13:00,0,65,13.2,74.7,3,5,749.0
B010362,2024-07-23,C10,U01415,south,09:30,09:46,17,34,18.64,49.1,2,4,299.0
B010363,2024-07-23,C07,U00058,west,10:30,10:37,7,62,8.21,41.9,3,5,699.0
B010364,2024-07-23,C03,U02261,south,17:30,17:37,7,40,6.75,50.7,2,4,299.0
B010365,2024-07-23,C10,U01563,north,08:30,08:30,0,34,3.68,50.7,2,4,349.0
B010366,2024-07-23,C07,U00494,north,15:00,15:00,0,57,2.53,66.5,2,3,549.0
B010367,2024-07-23,C05,U00963,west,10:00,10:00,0,36,8.96,48.7,2,5,398.0
B010368,2024-07-23,C08,U02299,north,11:00,11:00,0,50,1.8,73.7,2,4,549.0
B010369,2024-07-23,C02,U02267,west,15:00,15:13,13,38,9.48,59.9,2,3,299.0
B010370,2024-07-23,C03,U00198,south,12:30,12:58,28,45,18.17,60.2,2,4,398.0
B010371,2024-07-23,C01,U00323,north,08:00,08:05,6,55,4.11,32.5,1,4,699.0
B010372,2024-07-23,C03,U01260,west,10:30,10:31,1,40,13.49,41.8,2,5,299.0
B010373,2024-07-23,C01,U00233,north,11:30,11:52,23,35,9.13,56.6,3,3,398.0
B010374,2024-07-23,C10,U01599,west,14:30,14:39,9,39,6.1,71.1,3,3,398.0
B010375,2024-07-23,C04,U02196,north,16:00,16:14,14,36,3.23,48.0,2,4,299.0
B010376,2024-07-23,C10,U00447,north,08:00,08:01,1,59,4.7,57.6,2,5,798.0
B010377,2024-07-23,C01,U00008,east,16:00,16:00,0,34,0.28,45.6,3,5,399.0
B010378,2024-07-23,C08,U00510,north,08:30,08:50,20,35,6.38,48.3,2,3,448.0
B010379,2024-07-23,C09,U01909,east,12:30,12:31,2,43,4.66,42.7,2,4,399.0
B010380,2024-07-23,C09,U01412,west,15:00,15:24,25,57,6.99,56.5,2,4,599.0
B010381,2024-07-23,C01,U00045,south,13:30,13:33,3,30,6.49,46.1,2,4,299.0
B010382,2024-07-23,C07,U01490,west,18:00,18:04,5,37,12.63,50.8,2,3,299.0
B010383,2024-07-23,C06,U00511,north,14:00,14:31,32,30,15.08,49.4,2,2,299.0
B010384,2024-07-23,C03,U01181,north,08:30,08:41,11,40,5.87,53.0,3,4,299.0
B010385,2024-07-23,C08,U01186,south,08:00,08:13,13,39,9.39,43.3,3,3,499.0
B010387,2024-07-23,C01,U01719,south,15:30,15:39,10,35,7.83,59.1,2,4,448.0
B010388,2024-07-23,C01,U01325,north,14:30,14:30,0,55,6.38,54.1,3,4,699.0
B010389,2024-07-23,C08,U02600,south,10:00,10:05,6,30,10.76,63.7,4,3,299.0
B010390,2024-07-23,C08,U00525,east,16:30,16:40,10,50,7.06,71.7,3,3,549.0
B010391,2024-07-23,C01,U01117,west,08:30,08:46,16,55,10.27,72.1,3,4,648.0
B010392,2024-07-23,C05,U00107,south,10:30,10:30,0,36,6.98,75.8,3,5,398.0
B010393,2024-07-23,C06,U00883,north,08:30,08:41,12,59,12.5,89.8,3,3,749.0
B010394,2024-07-23,C10,U01042,north,08:30,08:30,0,54,1.98,59.8,2,3,549.0
B010395,2024-07-23,C05,U01652,south,13:30,13:39,10,31,19.52,41.3,2,5,299.0
B010396,2024-07-23,C10,U02585,south,15:30,15:35,5,59,8.99,56.0,3,3,698.0
B010397,2024-07-23,C10,U00973,south,10:30,10:30,0,39,7.51,32.8,1,4,448.0
B010398,2024-07-23,C02,U01140,north,16:00,16:00,1,58,7.23,59.4,2,4,548.0
B010399,2024-07-23,C04,U00026,north,16:30,16:30,0,61,3.4,75.5,2,3,648.0
B010400,2024-07-23,C01,U01389,north,16:00,16:00,0,39,8.65,44.2,2,5,499.0
B010401,2024-07-23,C07,U02177,west,09:00,09:00,0,47,9.54,82.0,4,5,498.0
B010402,2024-07-23,C09,U00010,north,10:30,10:30,0,101,2.78,60.0,3,4,1098.0
B010403,2024-07-23,C07,U01671,west,16:00,16:00,0,42,7.29,42.5,3,4,398.0
B010404,2024-07-23,C06,U00970,south,14:30,14:31,2,78,9.04,52.3,2,3,999.0
B010405,2024-07-24,C07,U00418,north,17:00,17:03,4,37,6.63,55.0,2,3,299.0
B010406,2024-07-24,C01,U02338,west,10:00,10:18,18,35,12.38,39.2,2,4,448.0
B010407,2024-07-24,C01,U00283,north,14:00,14:26,27,30,13.04,53.0,2,4,299.0
B010408,2024-07-24,C08,U00203,north,10:30,10:30,0,65,2.22,58.6,3,3,898.0
B010409,2024-07-24,C04,U00576,north,18:30,18:30,0,41,3.44,46.4,1,5,398.0
B010410,2024-07-24,C08,U02036,north,10:30,10:30,0,45,3.03,55.3,3,4,499.0
B010411,2024-07-24,C04,U02252,west,16:00,16:07,7,47,7.98,35.8,1,3,499.0
B010412,2024-07-24,C02,U00565,south,11:00,11:11,11,43,11.65,57.8,2,4,448.0
B010413,2024-07-24,C08,U00754,north,13:00,13:00,0,39,6.4,52.7,3,4,499.0
B010414,2024-07-24,C04,U00193,north,17:30,17:37,8,67,3.32,62.0,2,3,749.0
B010415,2024-07-24,C08,U00259,north,11:00,11:00,0,30,0.92,56.7,2,3,349.0
B010416,2024-07-24,C01,U00464,west,14:30,14:30,0,50,10.44,36.3,2,4,649.0
B010417,2024-07-24,C10,U00641,north,10:30,10:50,20,34,4.48,54.6,4,2,349.0
B010418,2024-07-24,C01,U00864,north,17:00,17:00,0,50,2.51,77.3,3,5,549.0
B010419,2024-07-24,C05,U00323,north,17:30,17:30,0,51,0.69,37.8,2,4,548.0
B010420,2024-07-24,C10,U02370,north,16:00,16:00,0,59,0.76,62.9,2,4,648.0
B010421,2024-07-24,C07,U00691,west,10:30,10:43,14,42,10.52,59.0,3,3,448.0
B010422,2024-07-24,C06,U00542,north,14:30,14:41,12,50,14.18,75.2,3,4,549.0
B010423,2024-07-24,C10,U01769,north,15:00,15:00,0,54,4.22,70.5,4,4,549.0
B010424,2024-07-24,C09,U01847,north,15:30,15:30,0,62,2.7,32.9,1,4,749.0
B010425,2024-07-24,C03,U00204,north,18:00,18:04,5,85,7.04,72.9,2,3,949.0
B010426,2024-07-24,C07,U02379,north,11:00,11:09,10,62,5.62,58.4,2,4,699.0
B010427,2024-07-24,C04,U01430,west,16:00,16:00,0,72,6.76,52.0,4,4,898.0
B010428,2024-07-24,C09,U01186,south,12:30,12:39,10,37,8.67,46.9,3,3,349.0
B010429,2024-07-24,C02,U00061,north,09:30,09:30,0,38,0.86,48.5,1,4,299.0
B010430,2024-07-24,C08,U01013,south,16:00,16:17,17,30,12.58,45.6,3,3,299.0
B010431,2024-07-24,C08,U01109,west,15:30,15:56,26,50,11.58,40.7,2,2,549.0
B010432,2024-07-24,C03,U01837,north,15:00,15:00,0,40,6.29,49.5,2,3,299.0
B010433,2024-07-24,C03,U02155,north,09:30,09:39,9,65,4.98,47.1,4,3,699.0
B010434,2024-07-24,C10,U00205,north,16:30,16:33,3,34,3.22,50.4,2,4,299.0
B010435,2024-07-24,C04,U00881,west,18:00,18:04,5,42,11.14,49.1,2,4,399.0
B010436,2024-07-24,C03,U01103,west,17:00,17:19,20,40,10.27,37.7,1,3,349.0
B010437,2024-07-24,C09,U02283,north,14:00,14:00,0,37,3.63,50.2,2,4,299.0
B010438,2024-07-24,C03,U02243,north,10:00,10:00,0,45,5.42,46.7,3,4,398.0
B010439,2024-07-24,C06,U01109,west,09:30,09:31,1,30,2.06,38.1,2,4,349.0
B010440,2024-07-24,C09,U02545,west,12:00,12:01,1,42,11.8,54.6,1,5,448.0
B010441,2024-07-24,C03,U01969,north,17:30,17:30,0,45,0.61,33.2,1,4,448.0
B010442,2024-07-24,C06,U02206,west,08:00,08:20,21,55,13.77,55.6,2,2,648.0
B010443,2024-07-24,C02,U00568,south,09:00,09:16,17,63,13.25,79.6,2,4,648.0
B010444,2024-07-24,C01,U01108,west,09:30,09:41,11,35,10.3,54.1,2,5,398.0
B010445,2024-07-24,C10,U00970,south,13:30,13:54,24,49,21.13,42.8,1,3,598.0
B010446,2024-07-24,C04,U00980,south,09:30,09:39,9,36,6.92,58.6,4,3,299.0
B010447,2024-07-24,C01,U00872,west,16:00,16:11,11,30,12.3,35.8,1,4,299.0
B010448,2024-07-24,C06,U02288,west,13:00,13:07,7,55,8.83,46.4,3,4,699.0
B010449,2024-07-24,C08,U00039,north,17:00,17:00,0,35,5.95,31.9,1,4,448.0
B010450,2024-07-24,C05,U00722,east,08:30,08:30,0,125,3.61,66.5,3,4,1649.0
B010451,2024-07-25,C03,U02466,south,09:30,09:37,8,70,5.82,51.9,4,3,848.0
B010452,2024-07-25,C01,U00011,north,10:00,10:01,1,39,1.79,52.3,2,5,499.0
B010453,2024-07-25,C02,U02065,north,18:00,18:00,0,98,1.56,62.3,2,4,999.0
B010454,2024-07-25,C08,U02494,east,16:00,16:10,10,30,6.18,54.4,3,4,299.0
B010455,2024-07-25,C04,U02102,north,09:00,09:09,9,61,3.23,44.8,3,4,798.0
B010456,2024-07-25,C10,U01650,east,16:30,16:30,1,79,5.03,76.7,2,4,999.0
B010457,2024-07-25,C04,U02533,north,12:00,12:05,6,56,6.54,58.2,1,5,599.0
B010459,2024-07-25,C08,U01768,south,09:00,09:16,16,55,19.02,74.4,4,3,748.0
B010460,2024-07-25,C03,U02379,north,16:00,16:00,0,40,4.81,59.1,2,4,299.0
B010461,2024-07-25,C06,U01524,east,18:30,18:41,12,55,12.2,57.9,1,4,648.0
B010462,2024-07-25,C06,U02181,north,12:30,12:31,1,80,13.2,77.1,2,4,1049.0
B010463,2024-07-25,C09,U02099,west,12:00,12:15,15,57,4.24,60.5,3,4,549.0
B010464,2024-07-25,C03,U01827,west,08:30,08:30,0,60,8.77,69.2,3,4,549.0
B010465,2024-07-25,C01,U01088,south,12:30,12:30,0,30,5.05,40.5,2,5,349.0
B010467,2024-07-25,C07,U01042,north,18:00,18:07,7,37,5.0,33.4,1,3,299.0
B010468,2024-07-25,C05,U00371,west,08:30,08:45,15,31,15.3,46.8,3,4,299.0
B010469,2024-07-25,C04,U00629,north,09:00,09:05,5,36,5.88,35.6,1,4,299.0
B010470,2024-07-25,C08,U00526,west,12:30,12:31,1,50,12.9,43.1,2,4,549.0
B010471,2024-07-25,C09,U00171,south,11:30,11:41,12,67,8.34,50.0,3,3,848.0
B010472,2024-07-25,C08,U01573,west,08:00,08:11,11,50,10.51,71.2,3,3,549.0
B010473,2024-07-25,C10,U00642,south,13:30,13:37,8,54,7.37,72.5,1,4,549.0
B010474,2024-07-25,C01,U01202,east,11:30,11:30,0,55,1.63,36.7,2,4,699.0
B010475,2024-07-25,C07,U00724,west,14:00,14:24,25,120,10.71,67.4,1,3,1348.0
B010476,2024-07-25,C02,U02122,south,13:00,13:26,27,58,23.02,72.4,1,4,549.0
B010477,2024-07-25,C03,U00306,south,09:00,09:05,6,65,5.58,56.3,2,4,648.0
B010478,2024-07-25,C08,U00757,north,15:30,15:30,0,30,0.47,73.0,3,4,299.0
B010479,2024-07-25,C03,U00767,north,09:30,09:31,1,65,0.57,63.2,2,4,698.0
B010481,2024-07-25,C10,U00230,north,09:00,09:00,0,59,4.28,77.6,2,5,648.0
B010482,2024-07-25,C08,U00329,north,18:00,18:04,5,75,2.27,76.6,3,4,949.0
B010483,2024-07-25,C01,U01785,north,08:30,08:46,16,50,12.0,44.6,2,4,548.0
B010484,2024-07-25,C05,U01524,east,12:30,12:31,1,96,2.57,71.2,3,5,1198.0
B010485,2024-07-25,C07,U00893,north,17:30,17:34,5,37,2.59,43.3,2,4,299.0
B010486,2024-07-25,C01,U01220,west,10:00,10:15,15,30,8.62,47.5,2,5,299.0
B010487,2024-07-25,C09,U01927,north,11:30,11:30,0,37,0.95,43.2,1,5,299.0
B010488,2024-07-25,C05,U02531,north,09:00,09:00,0,36,3.34,37.1,2,4,448.0
B010489,2024-07-25,C10,U00633,north,16:00,16:00,0,39,2.56,47.5,2,5,398.0
B010490,2024-07-25,C03,U02188,west,13:00,13:11,12,70,8.89,44.6,3,4,798.0
B010491,2024-07-26,C07,U02132,west,14:00,14:01,1,37,7.5,29.2,1,4,299.0
B010492,2024-07-26,C08,U01211,north,09:00,09:03,4,30,1.63,38.9,1,3,299.0
B010493,2024-07-26,C10,U00058,west,12:00,12:11,11,34,5.79,44.8,3,4,299.0
B010494,2024-07-26,C04,U00041,south,08:30,08:48,18,36,5.78,48.0,3,3,299.0
B010495,2024-07-26,C03,U01813,north,14:30,14:35,6,65,4.66,60.5,2,3,648.0
B010496,2024-07-26,C02,U01158,north,08:30,08:31,2,63,3.88,56.9,2,4,648.0
B010497,2024-07-26,C04,U00301,north,14:00,14:00,0,36,3.12,70.3,3,4,299.0
B010498,2024-07-26,C07,U02335,north,10:00,10:00,0,42,3.22,49.9,2,4,399.0
B010499,2024-07-26,C01,U01638,north,08:00,08:09,10,35,9.17,50.7,3,3,398.0
B010500,2024-07-26,C07,U01308,west,11:00,11:00,0,37,8.95,51.0,2,3,349.0
B010501,2024-07-26,C07,U01778,north,10:30,10:30,0,97,7.06,66.4,3,3,1099.0
B010502,2024-07-26,C02,U00556,south,16:30,16:37,7,38,11.8,33.2,1,4,349.0
B010503,2024-07-26,C06,U00593,east,10:30,10:43,13,30,13.06,55.4,3,4,349.0
B010504,2024-07-26,C10,U01127,north,08:00,08:00,0,59,3.14,77.3,4,4,698.0
B010505,2024-07-26,C03,U02343,north,16:00,16:06,6,45,5.09,58.3,3,4,398.0
B010506,2024-07-26,C08,U02186,west,18:00,18:00,0,55,3.4,83.4,3,3,648.0
B010507,2024-07-26,C08,U00487,west,13:00,13:09,10,60,12.66,45.7,2,3,798.0
B010508,2024-07-26,C04,U00815,west,15:00,15:00,0,62,6.86,75.3,2,3,649.0
B010509,2024-07-26,C06,U00294,north,08:00,08:11,11,55,13.49,63.7,3,4,648.0
B010510,2024-07-26,C10,U00869,west,08:30,08:30,0,59,6.1,56.4,4,5,649.0
B010511,2024-07-26,C03,U00971,north,10:00,10:00,0,51,3.45,42.3,2,4,499.0
B010512,2024-07-26,C09,U02145,west,14:00,14:00,0,37,4.45,41.2,1,5,299.0
B010513,2024-07-26,C08,U01970,west,18:00,18:00,0,35,4.72,43.1,2,5,448.0
B010514,2024-07-26,C02,U00040,north,13:00,13:01,1,58,1.23,68.8,1,4,549.0
B010515,2024-07-27,C01,U02235,south,13:30,13:45,15,54,16.44,47.5,1,4,689.0
B010516,2024-07-27,C10,U02084,north,15:00,15:00,0,79,5.14,45.6,1,3,949.0
B010517,2024-07-27,C01,U01983,south,16:30,16:52,23,35,16.67,56.4,2,3,398.0
B010518,2024-07-27,C04,U02094,south,10:30,10:30,0,87,6.2,57.2,2,4,1098.0
B010519,2024-07-27,C04,U00056,west,12:00,12:00,0,66,5.49,47.0,4,4,798.0
B010520,2024-07-27,C07,U00397,north,10:00,10:03,4,57,7.79,74.6,2,4,651.0
B010521,2024-07-27,C01,U01803,west,11:00,11:07,7,55,14.06,73.4,3,4,750.0
B010522,2024-07-27,C05,U02428,west,09:30,09:30,0,31,7.13,46.9,2,4,299.0
B010523,2024-07-27,C07,U00618,north,15:00,15:00,0,67,1.98,51.3,2,3,848.0
B010524,2024-07-27,C07,U01197,west,18:00,18:03,4,87,7.0,52.0,1,3,1089.0
B010525,2024-07-27,C02,U00723,north,18:30,18:37,7,58,6.92,45.1,2,5,548.0
B010526,2024-07-27,C08,U02078,north,10:00,10:00,0,39,1.27,45.4,2,4,599.0
B010527,2024-07-27,C08,U02594,north,18:30,18:30,0,30,2.64,71.4,3,4,299.0
B010528,2024-07-27,C06,U02180,north,16:00,16:03,4,55,14.3,67.1,1,5,648.0
B010529,2024-07-27,C10,U00620,south,17:30,18:00,30,49,18.81,46.2,2,3,449.0
B010530,2024-07-27,C05,U02596,north,09:00,09:00,0,56,5.18,78.4,2,5,750.0
B010531,2024-07-27,C02,U00804,north,09:30,09:30,0,69,4.12,55.9,2,4,849.0
B010532,2024-07-27,C10,U01587,south,08:00,08:01,1,34,8.43,47.9,4,5,299.0
B010533,2024-07-27,C09,U02394,west,13:00,13:00,0,37,5.24,40.5,2,4,299.0
B010534,2024-07-27,C10,U02599,south,12:00,12:01,2,44,9.23,42.8,3,5,599.0
B010535,2024-07-27,C10,U01779,west,16:30,16:30,0,34,7.71,62.8,2,4,299.0
B010536,2024-07-27,C04,U02288,west,18:00,18:00,0,81,3.98,58.5,3,5,1051.0
B010537,2024-07-27,C09,U00574,north,10:30,10:30,0,42,2.53,40.8,2,4,398.0
B010538,2024-07-27,C08,U00586,west,12:30,12:30,0,30,3.41,49.8,2,3,299.0
B010539,2024-07-27,C07,U00056,west,16:30,16:30,0,57,7.05,56.9,1,4,549.0
B010540,2024-07-27,C01,U00669,north,10:00,10:09,10,30,10.05,50.9,3,4,299.0
B010541,2024-07-27,C05,U02209,north,09:00,09:00,0,46,2.46,70.7,3,5,551.0
B010542,2024-07-27,C01,U00450,north,08:30,08:37,8,30,9.38,55.0,3,5,299.0
B010543,2024-07-27,C09,U02596,north,10:00,10:07,7,57,2.4,67.5,3,4,649.0
B010544,2024-07-27,C06,U02486,north,14:00,14:09,9,30,12.79,64.4,2,4,401.0
B010545,2024-07-27,C06,U02140,north,08:00,08:15,15,30,13.82,47.9,2,3,401.0
B010546,2024-07-27,C09,U02531,north,10:30,10:30,0,68,1.87,39.3,3,4,839.0
B010547,2024-07-27,C03,U01284,south,09:30,09:30,0,40,5.39,44.3,3,4,299.0
B010548,2024-07-27,C02,U00455,north,11:00,11:00,0,63,0.35,65.0,2,4,750.0
B010549,2024-07-27,C07,U01646,east,13:30,13:33,3,42,1.4,40.7,2,4,398.0
B010550,2024-07-27,C04,U01778,north,10:00,10:00,0,36,5.39,42.5,1,4,299.0
B010551,2024-07-27,C10,U01906,north,10:30,10:39,9,39,5.86,58.9,4,4,500.0
B010552,2024-07-27,C03,U01093,north,17:00,17:10,10,127,2.44,47.0,3,3,1649.0
B010553,2024-07-27,C10,U02136,north,13:30,13:41,11,59,4.99,78.4,2,4,648.0
B010554,2024-07-27,C05,U02533,north,09:30,09:37,8,51,6.68,84.4,4,5,549.0
B010555,2024-07-27,C08,U02564,north,16:00,16:00,0,35,4.69,59.9,2,3,398.0
B010556,2024-07-27,C05,U01780,north,10:30,10:30,0,96,4.18,67.6,1,5,1198.0
B010557,2024-07-27,C04,U00905,north,15:00,15:00,0,61,2.22,47.3,3,3,748.0
B010558,2024-07-27,C03,U00711,north,10:00,10:11,12,45,5.89,70.4,3,3,398.0
B010559,2024-07-27,C01,U02501,north,10:00,10:03,3,35,3.0,59.5,2,5,398.0
B010560,2024-07-27,C03,U02572,north,10:30,10:31,2,40,1.0,46.8,2,4,299.0
B010561,2024-07-27,C01,U01456,south,15:00,15:09,9,35,9.19,52.6,4,4,398.0
B010562,2024-07-27,C10,U00891,east,16:30,16:52,23,39,7.48,47.3,3,4,398.0
B010563,2024-07-27,C08,U01286,north,14:30,14:33,4,60,1.66,49.4,2,4,798.0
B010564,2024-07-27,C06,U01547,south,17:00,17:00,0,55,6.14,72.0,2,4,648.0
